Ticket #,Customer Complaint,Date,Time,Received Via,City,State,Zip code,Filing on Behalf of Someone,Status
369595,Unfair Comcast Bill,27-06-2015,2:24:44 AM,Internet,Delray Beach,Florida,33484,No,Open
218043,comcast services,4/4/2015,5:32:05 PM,Internet,Denver,Colorado,80227,No,Closed
238450,Comcast internet speeds extremely slow,15-04-2015,11:55:23 PM,Internet,Denver,Colorado,80209,No,Closed
249498,comcast internet service - billing problem,22-04-2015,9:26:13 AM,Customer Care Call,Denver,Colorado,80207,No,Closed
256302,Comcast speed and billing,24-04-2015,7:11:10 PM,Customer Care Call,Denver,Colorado,80206,No,Closed
254454,Comcast refusal to cancel service under false contract claims,24-04-2015,1:47:58 AM,Internet,Denver,Colorado,80219,Yes,Closed
278557,Terrible Service and Ripped off by Comcast,5/7/2015,3:12:19 PM,Internet,Denver,Colorado,80238,No,Closed
294253,Extremely slow internet speeds; Horrible support,17-05-2015,10:18:11 PM,Customer Care Call,Denver,Colorado,80209,No,Solved
298254,Promissed a package and then denied,19-05-2015,9:25:24 PM,Internet,Denver,Colorado,80203,No,Solved
319026,HBO GO on Playstation 3,6/2/2015,2:36:31 PM,Customer Care Call,Denver,Colorado,80231,No,Closed
326422,Comcast secretly raising my bill for services I never agreed to. Again.,6/5/2015,10:18:05 PM,Customer Care Call,Denver,Colorado,80221,No,Solved
329312,Lied about $70 technician fee,6/8/2015,6:51:26 PM,Internet,Denver,Colorado,80231,No,Closed
337337,Internet Too Slow,6/12/2015,3:06:04 PM,Internet,Denver,Colorado,80246,No,Solved
350389,Internet Speed Drops & Signal on Borderline,18-06-2015,7:09:02 PM,Customer Care Call,Denver,Colorado,80219,No,Solved
355818,Comcast Service for EXTERIOR Line Replacement Billed to customer,22-06-2015,1:27:24 PM,Internet,Denver,Colorado,80246,No,Solved
359125,Comcast Complaint,23-06-2015,3:59:49 PM,Customer Care Call,Denver,Colorado,80223,No,Pending
359237,I am being unfairly billed,23-06-2015,4:25:05 PM,Customer Care Call,Denver,Colorado,80220,No,Solved
359538,Internet Prices in U.S.A,23-06-2015,5:36:44 PM,Internet,Denver,Colorado,80210,No,Open
363079,Comcast throttling my speeds for streaming video,24-06-2015,6:13:43 PM,Customer Care Call,Denver,Colorado,80249,No,Pending
367512,Consistently slow internet speeds,26-06-2015,9:32:47 AM,Customer Care Call,Denver,Colorado,80206,Yes,Open
370212,Internet Speeds nowhere close to what I pay for,27-06-2015,4:19:26 PM,Internet,Denver,Colorado,80218,No,Open
371318,Billed without service,28-06-2015,9:35:38 PM,Internet,Denver,Colorado,80250,No,Open
370876,Slow Internet,28-06-2015,12:39:00 PM,Customer Care Call,Denver,Colorado,80220,No,Solved
309213,"Billed for modem rental for several years, Comcast refuses to refund under ""caveat emptor""",27-05-2015,12:54:22 PM,Internet,Deptford,New Jersey,8096,No,Open
217999,Misleading information given,4/4/2015,4:21:46 PM,Internet,Des Moines,Washington,98148,Yes,Closed
243449,Contract Cancellation Fees and Unauthorized Changes,18-04-2015,10:44:07 PM,Customer Care Call,Des Plaines,Illinois,60016,Yes,Closed
239699,"no internet service, no on demand service",16-04-2015,3:24:48 PM,Internet,Detroit,Michigan,48207,No,Closed
249477,internet and on demand service,22-04-2015,9:09:19 AM,Internet,Detroit,Michigan,48207,No,Closed
306959,Unfair Charges and substandard service,26-05-2015,12:17:40 PM,Internet,Detroit,Michigan,48216,No,Solved
339008,Comcast Automatic Payments,13-06-2015,1:07:49 PM,Internet,Detroit,Michigan,48205,No,Solved
373332,Outage and unfair practices,29-06-2015,6:18:41 PM,Customer Care Call,Detroit,Michigan,48226,No,Open
372553,Fraudolent pratice,29-06-2015,2:54:20 PM,Internet,Detroit,Michigan,48227,No,Solved
373429,Comcast service,29-06-2015,6:48:08 PM,Customer Care Call,Detroit,Michigan,48202,No,Open
376141,Comcast Billing Practices,30-06-2015,8:56:03 PM,Internet,Detroit,Michigan,48214,No,Solved
249164,Comcast,21-04-2015,9:46:57 PM,Internet,Dickson,Tennessee,37055,No,Closed
302143,Comcast Mistreatment,21-05-2015,5:26:47 PM,Internet,Doraville,Georgia,30340,No,Open
243607,Slow connection speed for wifi,19-04-2015,12:29:29 PM,Internet,Dorchester,Massachusetts,2121,No,Closed
359915,"Comcast Speeds Low, and Often Disconnections",23-06-2015,7:32:22 PM,Customer Care Call,Dos Palos,California,93620,Yes,Closed
275658,Comcast Service,5/6/2015,11:37:09 AM,Internet,Dothan,Alabama,36301,No,Closed
263790,Denial of Refund for Overpayment,29-04-2015,11:53:57 AM,Customer Care Call,Douglasville,Georgia,30135,No,Closed
362194,Comcast data cap,24-06-2015,2:37:50 PM,Internet,Douglasville,Georgia,30134,Yes,Pending
357874,Comcast unfair billing,23-06-2015,11:40:33 AM,Internet,Dover,Delaware,19901,No,Open
307493,Comcast,26-05-2015,2:34:57 PM,Internet,Dover,New Hampshire,3820,Yes,Open
363607,Slow Service,24-06-2015,10:25:30 PM,Internet,Dover,New Hampshire,3820,No,Pending
249591,Comcast Internet,22-04-2015,10:17:22 AM,Internet,Dover,Pennsylvania,17315,Yes,Closed
332712,Comcast,6/10/2015,1:32:28 PM,Customer Care Call,Dover,Pennsylvania,17315,No,Solved
363854,Internet Issue,25-06-2015,7:21:10 AM,Internet,Dover,Pennsylvania,17315,No,Open
258515,Business Class Service,27-04-2015,11:21:58 AM,Internet,Dowagiac,Michigan,49047,No,Closed
221068,DNS Web hosting,4/7/2015,10:00:20 AM,Customer Care Call,Downers Grove,Illinois,60515,No,Closed
266657,Fraudulent account,30-04-2015,2:37:43 PM,Internet,Downers Grove,Illinois,60515,No,Closed
238258,Comcast Internet Service Complaint,15-04-2015,9:02:13 PM,Internet,Doylestown,Pennsylvania,18901,Yes,Closed
270964,Billing Issues,5/4/2015,1:09:57 AM,Customer Care Call,Dublin,California,94568,Yes,Solved
256312,Comcast poor service or throttling,24-04-2015,7:20:07 PM,Customer Care Call,Dubois,Pennsylvania,15801,No,Closed
266686,Comcast Refuses to Fix Billing If a Virus Causes Data Usage Over Cap on a system protected by THEIR AV,30-04-2015,2:50:13 PM,Internet,Duluth,Georgia,30097,No,Closed
294252,No broadband service provided,17-05-2015,10:15:53 PM,Internet,Duluth,Georgia,30097,Yes,Closed
315855,Poor Service from Comcast,31-05-2015,5:29:00 PM,Customer Care Call,Duluth,Georgia,30096,No,Solved
373569,300 gb cap,29-06-2015,7:46:15 PM,Customer Care Call,Duluth,Georgia,30096,No,Pending
351246,Comcast Data Caps,19-06-2015,10:37:18 AM,Internet,Dunwoody,Georgia,30338,No,Solved
338638,"Slow speeds, poor service,.",13-06-2015,12:30:12 AM,Internet,Dupont,Washington,98327,No,Open
364817,Billing and Service,25-06-2015,12:53:38 PM,Customer Care Call,Dupont,Washington,97238,No,Open
260681,comcast of indiana,28-04-2015,8:43:37 AM,Internet,Dyer,Indiana,46311,No,Closed
326518,Comcast trial of putting cap (300 GB / month) on internet usage.,6/6/2015,6:40:10 AM,Customer Care Call,Eads,Tennessee,38028,No,Solved
350956,Comcast Data Caps,19-06-2015,2:47:34 AM,Internet,Eads,Tennessee,38028,No,Open
354423,Comcast Data Cap & Code Injection,20-06-2015,11:54:41 PM,Internet,Eads,Tennessee,38028,No,Pending
255465,Comcast billing/service,24-04-2015,2:22:50 PM,Internet,East Brunswick,New Jersey,8816,No,Solved
285591,Comcast-flat fee contract-misrepresentation,5/12/2015,1:11:10 PM,Customer Care Call,East Brunswick,New Jersey,8816,No,Solved
344657,Comcast Internet problems,16-06-2015,10:34:58 PM,Internet,East Brunswick,New Jersey,8816,No,Solved
364868,Comcast Internet Billing,25-06-2015,1:03:35 PM,Customer Care Call,East Brunswick,New Jersey,8816,Yes,Open
369184,Comcast xfinity triple play,26-06-2015,6:51:00 PM,Customer Care Call,East Brunswick,New Jersey,8816,No,Solved
365648,Billing issues with Comcast,25-06-2015,2:50:58 PM,Customer Care Call,East Chicago,Indiana,46312,Yes,Solved
351497,Comcast Internet,19-06-2015,11:42:57 AM,Internet,East Liverpool,Ohio,43920,No,Solved
338674,Comcast outage - Bay Area,13-06-2015,2:13:06 AM,Internet,East Palo Alto,California,94303,No,Open
315759,Comcast of East Windsor NJ Complaint,31-05-2015,3:25:33 PM,Internet,East Windsor,New Jersey,8520,No,Pending
296722,Terrible Comcast service,19-05-2015,11:35:47 AM,Customer Care Call,Eden Prairie,Minnesota,55347,No,Closed
315836,Complaint against Comcast for incredibly bad service,31-05-2015,4:47:08 PM,Customer Care Call,Edgewood,Washington,98372,No,Pending
291175,Data Caps,15-05-2015,2:17:50 AM,Customer Care Call,Edina,Minnesota,55424,No,Open
319694,Internet service speed,6/2/2015,6:23:49 PM,Customer Care Call,Edmonds,Washington,98020,Yes,Closed
364449,Comcast xfinity price gouging seniors,25-06-2015,12:07:07 PM,Customer Care Call,Egg Harbor City,New Jersey,8215,No,Solved
275612,Misrepresentation of billing,5/6/2015,11:18:43 AM,Customer Care Call,El Cerrito,California,94530,No,Solved
281211,"Constant non response, or passing to other operator. Supervisers inability to resolve of help. Numerous lies told.",5/8/2015,7:02:27 PM,Customer Care Call,El Cerrito,California,94530,No,Closed
363708,Comcast chronic lies,24-06-2015,11:51:56 PM,Customer Care Call,El Cerrito,California,94530,No,Open
365908,Comcast Internet Only Service,25-06-2015,3:31:17 PM,Internet,El Cerrito,California,94530,No,Open
222882,Comcast broke 36 month contract by increasing bill...,4/7/2015,8:06:42 PM,Customer Care Call,El Dorado Hills,California,95762,No,Closed
367435,unfair billing practices,26-06-2015,8:25:31 AM,Internet,Eldersburg,Maryland,21784,Yes,Solved
354805,Installation Charges,21-06-2015,6:08:54 PM,Customer Care Call,Elgin,Illinois,60124,Yes,Solved
360640,Comcast Over Charging Bundle PKG,24-06-2015,12:35:19 AM,Customer Care Call,Elgin,Illinois,60123,No,Open
312797,Comcast/Xfinity Data Allowance,28-05-2015,11:52:24 PM,Internet,Elizabethtown,Kentucky,42701,No,Pending
363674,pricing,24-06-2015,11:31:50 PM,Internet,Elkhart,Indiana,46516,No,Open
363879,60 days to close my account,25-06-2015,8:16:34 AM,Internet,Elkhart,Indiana,46516,No,Solved
240793,Fraudulent billing by Comcast.,17-04-2015,8:28:01 AM,Internet,Elkins Park,Pennsylvania,19027,Yes,Closed
361453,Comcast Failed to Switch our Systems to New Location and Shut Down the Current Location,24-06-2015,11:36:18 AM,Internet,Ellicott City,Maryland,21043,No,Solved
256173,Comcast slamming issue,24-04-2015,6:11:23 PM,Internet,Elmhurst,Illinois,60126,No,Closed
290961,Please stop Broadband bandwidth caps,14-05-2015,7:47:10 PM,Customer Care Call,Emeryville,California,94662,No,Closed
363786,comcast internet in emeryville throttles speed,25-06-2015,2:32:11 AM,Internet,Emeryville,California,94608,No,Pending
359991,Pricing Concerns,23-06-2015,7:59:41 PM,Internet,Encino,California,95051,No,Open
370823,"95 Palmer Road, Enfield NH Internet Pricing",28-06-2015,11:36:24 AM,Customer Care Call,Enfield,New Hampshire,3748,Yes,Open
359462,"Overpriced, low quality service",23-06-2015,5:18:05 PM,Internet,Englewood,Colorado,80113,No,Solved
249470,Bundled Service,22-04-2015,8:57:24 AM,Internet,Englewood,Florida,34224,No,Closed
243193,Comcast customer service and billing complaint,18-04-2015,4:26:50 PM,Customer Care Call,Enola,Pennsylvania,17025,No,Closed
266179,Comcast Throttling,30-04-2015,12:07:11 PM,Internet,Eugene,Oregon,97405,No,Closed
286301,"lack of service, Service call complaint",5/12/2015,5:04:42 PM,Customer Care Call,Eugene,Oregon,97404,Yes,Solved
286302,"lack of service, Service call complaint",5/12/2015,5:04:45 PM,Customer Care Call,Eugene,Oregon,97404,Yes,Closed
291730,Comcast fradulent Marketing and billing for internet,15-05-2015,12:48:33 PM,Customer Care Call,Eugene,Oregon,97402,No,Solved
304483,Unreliable service for the past three years,23-05-2015,4:31:57 AM,Customer Care Call,Eugene,Oregon,97401,No,Solved
358336,Comcast has doubled my internet fee without warning,23-06-2015,1:27:29 PM,Internet,Eugene,Oregon,97401,No,Solved
363716,Frequent disconnects,24-06-2015,11:59:03 PM,Customer Care Call,Eugene,Oregon,97401,No,Solved
364369,BILLING ISSUE,25-06-2015,11:48:15 AM,Internet,Eustis,Florida,32726,No,Solved
360826,Comcast Unfair Billing Practices,24-06-2015,4:17:46 AM,Customer Care Call,Evans,Colorado,80620,Yes,Solved
315602,Comcast deceptive selling billing lack of service - SECOND And EXPANDED COMPLAINT,31-05-2015,10:40:45 AM,Internet,Evans,Georgia,30809,No,Closed
342613,Comcast complaint about internet speed,16-06-2015,9:07:25 AM,Customer Care Call,Evans,Georgia,30809,No,Solved
350740,Comcast Billing Issues,18-06-2015,9:37:12 PM,Internet,Evans,Georgia,30809,No,Solved
319816,Comcast (Chicago IL),6/2/2015,7:09:11 PM,Internet,Evanston,Illinois,60202,No,Solved
346686,No Internet for last 6 days and Comcast is not doing anything,17-06-2015,5:21:56 PM,Customer Care Call,Everett,Massachusetts,2149,No,Closed
358340,Comcast Price Gouging,23-06-2015,1:28:17 PM,Internet,Everett,Washington,98201,No,Open
364765,Unable to renew IP address,25-06-2015,12:43:14 PM,Customer Care Call,Everett,Washington,98201,No,Solved
266217,Comcast,30-04-2015,12:17:37 PM,Customer Care Call,Export,Pennsylvania,15632,No,Closed
361326,COMCAST,24-06-2015,10:56:18 AM,Customer Care Call,Fairburn,Georgia,30213,No,Closed
375039,Comcast Issues,30-06-2015,2:53:39 PM,Customer Care Call,Fairfield,California,94533,No,Pending
281647,Comcast will not service our home,5/9/2015,11:22:22 AM,Customer Care Call,Fall City,Washington,98024,No,Solved
229552,Comcast/xfinity,4/10/2015,5:07:15 PM,Customer Care Call,Fall River,Massachusetts,2723,No,Closed
280454,Comcast Billing and Service Issues,5/8/2015,2:22:57 PM,Customer Care Call,Falling Waters,West Virginia,25419,No,Closed
244215,Poor service,20-04-2015,10:14:44 AM,Customer Care Call,Falmouth,Massachusetts,2536,No,Open
342774,Data cap,16-06-2015,10:29:45 AM,Customer Care Call,Fayettevile,Georgia,39214,No,Open
317954,Comcast,6/1/2015,9:46:23 PM,Customer Care Call,Fayetteville,Georgia,30214,No,Closed
334864,internet billing,6/11/2015,1:38:51 PM,Internet,Feasterville,Pennsylvania,19053,No,Solved
214213,Comcast fluctuating prices,4/2/2015,1:05:16 PM,Customer Care Call,Federal Way,Washington,98003,No,Closed
356818,Recurring Comcast service issues and long waits for non-service,22-06-2015,6:10:03 PM,Internet,Federal Way,Washington,98093,No,Solved
359812,Multiple billing an dcompetative issues.,23-06-2015,7:02:38 PM,Internet,Federal Way,Washington,98023,No,Pending
239964,Comcast fraudualent billing,16-04-2015,4:40:11 PM,Customer Care Call,Ferndale,Michigan,48220,No,Closed
313367,Comcast Service,29-05-2015,12:41:28 PM,Internet,Flemington,New Jersey,8822,No,Solved
225770,Re: Internet Too Expensive,4/9/2015,9:33:37 AM,Customer Care Call,Flint,Michigan,48505,No,Closed
333020,Charged for Services not provided,6/10/2015,3:19:40 PM,Internet,Flint,Michigan,48502,No,Solved
350675,paying for WiFi and its not working,18-06-2015,9:04:04 PM,Customer Care Call,Flint,Michigan,48503,No,Solved
360281,ISP Data Cap,23-06-2015,10:05:49 PM,Internet,Florence,Alabama,35630,No,Pending
333174,Internet Connection and Speed Issues,6/10/2015,4:06:07 PM,Internet,Forest Grove,Oregon,97116,No,Solved
245155,Comcast internet,20-04-2015,3:30:29 PM,Customer Care Call,Forked River,New Jersey,8731,No,Closed
314727,Comcast Will Not Provide Online Content Without Cable Box,30-05-2015,5:12:31 AM,Internet,Fort Belvoir,Virginia,22060,No,Pending
356202,Internet cap,22-06-2015,3:07:00 PM,Customer Care Call,Fort Campbell,Kentucky,42223,No,Solved
358138,Lack of reasonable infrastructure close to town,23-06-2015,12:37:18 PM,Internet,Fort Collins,Colorado,80521,Yes,Closed
360818,Comcast Throttling Speeds,24-06-2015,4:10:31 AM,Internet,Fort Collins,Colorado,80525,Yes,Pending
363811,comcast,25-06-2015,4:31:43 AM,Internet,Fort Collins,Colorado,80521,No,Solved
369588,Comcast Throttling My Internet,27-06-2015,1:39:57 AM,Customer Care Call,Fort Collins,Colorado,80524,Yes,Pending
231927,Un able to access my email address after relocae to a new address,13-04-2015,11:46:10 AM,Customer Care Call,Fort Lauderdale,Florida,33308,No,Closed
242888,Internet speed issues with Comcast and picture freezing issues when watching TV,18-04-2015,12:32:19 PM,Customer Care Call,Fort Lauderdale,Florida,33319,No,Closed
366894,Systemic failures with Comcast,25-06-2015,7:32:10 PM,Internet,Fort Lauderdale,Florida,33312,No,Solved
265094,Comcast/Xfinity,29-04-2015,6:19:01 PM,Customer Care Call,Fort Lee,Virginia,23801,No,Closed
232276,Comcast internet and lack of communication and response,13-04-2015,1:40:31 PM,Internet,Fort Myers,Florida,33919,No,Closed
238647,billing issues,16-04-2015,9:43:28 AM,Internet,Fort Myers,Florida,33916,No,Closed
320644,Comcast knowingly over billed,6/3/2015,11:38:03 AM,Internet,Fort Myers,Florida,33908,Yes,Closed
336872,Horrible/Unacceptable Service of Comcast,6/12/2015,12:45:46 PM,Internet,Fort Myers,Florida,33907,No,Solved
340024,Comcast overcharge,14-06-2015,4:01:56 PM,Customer Care Call,Fort Myers Beach,Florida,33931,No,Open
252542,Deceptive Trade,23-04-2015,1:42:46 PM,Internet,Fort Pierce,Florida,34982,No,Closed
263410,Comcast Demanding payment after cancellation,29-04-2015,9:48:22 AM,Customer Care Call,Fort Washington,Maryland,20744,No,Closed
282159,No internet,5/9/2015,7:18:04 PM,Internet,Fort Washington,Maryland,20744,No,Solved
376020,Xfinity promise to pay me $300 to join,30-06-2015,7:48:57 PM,Internet,Fountain,Colorado,80817,No,Pending
270026,Comcast issues,5/2/2015,1:16:53 PM,Customer Care Call,Franklin,Indiana,46131,No,Solved
213506,Internet Provider Data Thresholds,4/2/2015,8:09:54 AM,Internet,Franklin,Tennessee,37064,No,Closed
212507,Comcast Cable,4/1/2015,3:54:43 PM,Internet,Franklin,Tennessee,37067,No,Closed
283115,Comcast Data Cap,5/11/2015,11:03:58 AM,Customer Care Call,Franklin,Tennessee,37067,No,Solved
288851,Comcast Data Caps,13-05-2015,8:45:21 PM,Internet,Franklin,Tennessee,37064,No,Open
305720,Comcast,25-05-2015,11:09:23 AM,Customer Care Call,Franklin,Tennessee,37067,No,Pending
331090,Comcast data cap,6/9/2015,4:57:42 PM,Internet,Franklin,Tennessee,37064,No,Solved
350160,Routine Outages / Speeds never as promised,18-06-2015,5:28:13 PM,Internet,Franklin,Tennessee,37069,No,Open
371119,Comcast business keeps moving my same-day trouble appointment to the next day,28-06-2015,4:48:51 PM,Internet,Franklin,Tennessee,37069,No,Open
350504,Comcast cable company,18-06-2015,7:58:26 PM,Customer Care Call,Fraser,Michigan,48026,No,Solved
345034,Comcast billing,17-06-2015,10:39:26 AM,Customer Care Call,Frederick,Colorado,80516,Yes,Solved
290238,Lack of HBO Go Availability on Sony Devices with Xfinity Subscription,14-05-2015,3:21:17 PM,Internet,Frederick,Maryland,21701,No,Pending
362788,Overcharged $30 per month for 10 months straight,24-06-2015,4:48:55 PM,Internet,Frederick,Maryland,21702,No,Solved
362507,Raising my Rate,24-06-2015,3:53:22 PM,Customer Care Call,Fredericksburg,Virginia,22407,No,Solved
361633,Unfair Comcast Billing,24-06-2015,12:21:50 PM,Internet,Freeport,Illinois,61032,No,Open
305399,Comcast fradulently gets contract signed by my wife,24-05-2015,5:15:10 PM,Customer Care Call,Fremont,California,94555,Yes,Open
358861,Comcast charging me unrelated charges,23-06-2015,3:11:02 PM,Internet,Fremont,California,94538,No,Open
358898,Ridiculous Charges,23-06-2015,3:18:26 PM,Customer Care Call,Fremont,California,94536,No,Solved
240650,complaint against Comcast,16-04-2015,10:11:30 PM,Internet,Fresh Meadows,New York,11366,No,Closed
307364,Arbitrary Price Increase,26-05-2015,2:03:20 PM,Internet,Fresno,California,93722,No,Solved
349751,Comcast Billing Complaint,18-06-2015,3:56:11 PM,Internet,Fresno,California,93703,Yes,Solved
358360,Internet speed deteriation,23-06-2015,1:32:14 PM,Internet,Fresno,California,93704,No,Solved
371463,Internet Speed on Wireless Connection,29-06-2015,4:37:17 AM,Internet,Fresno,California,93730,Yes,Solved
342375,internet,15-06-2015,9:10:14 PM,Customer Care Call,Front Royal,Virginia,22630,No,Solved
255922,intermittent internet,24-04-2015,4:34:42 PM,Internet,Fruitland Park,Florida,34731,No,Closed
366192,Deceptive trade,25-06-2015,4:12:23 PM,Internet,Ft Pierce,Florida,34982,No,Solved
298980,Improper Billing and non resolution of issues,20-05-2015,12:46:31 PM,Customer Care Call,Ft. Lauderdale,Florida,33304,No,Open
229103,Lost emails/billing,4/10/2015,2:53:15 PM,Customer Care Call,Ftlauderdale,Florida,33308,No,Closed
329036,"Comcast/Xfinity Poor Service, Fraudulent Billing and Collection",6/8/2015,5:01:58 PM,Internet,Fulton,Maryland,20759,No,Open
338283,monthly data caps,6/12/2015,7:31:37 PM,Customer Care Call,Gadsden,Alabama,35901,No,Solved
373954,Comcast Data Charges,30-06-2015,7:29:08 AM,Internet,Gadsden,Alabama,35904,No,Pending
231821,Inability to get access to internet through Comcast or AT&T,13-04-2015,11:10:02 AM,Customer Care Call,Gainesville,Georgia,30506,Yes,Closed
345472,paying for an upgrade that never took place,17-06-2015,12:43:04 PM,Internet,Gaithersburg,Maryland,20882,No,Closed
359714,"Bill issues, Internet and disability comcast prices",23-06-2015,6:26:49 PM,Customer Care Call,Gaithersburg,Maryland,20878,No,Open
338412,Not receiving advertised speed,6/12/2015,8:43:21 PM,Internet,Galesburg,Michigan,49053,Yes,Closed
360388,Xfinity Internet Speed,23-06-2015,10:39:59 PM,Customer Care Call,Galesburg,Michigan,49053,No,Open
234204,Comcast Billing,14-04-2015,11:27:59 AM,Internet,Gallatin,Tennessee,37066,No,Closed
257446,Nightly service interruption,25-04-2015,10:29:56 PM,Customer Care Call,Gallatin,Tennessee,37066,No,Closed
339095,Netflix is slow,13-06-2015,2:01:24 PM,Internet,Galveston,Texas,77550,No,Solved
282011,comcast wont service my address,5/9/2015,3:47:52 PM,Customer Care Call,Gary,Indiana,46404,No,Solved
342665,cannot access my email or service at all,16-06-2015,9:51:17 AM,Customer Care Call,Gathersburg,Maryland,20877,No,Open
266403,Xfinity/comcast Service,30-04-2015,1:13:47 PM,Customer Care Call,Germantown,Maryland,20876,No,Closed
215802,Unclear policies,4/3/2015,9:22:46 AM,Internet,Germantown,Tennessee,38138,No,Open
331611,300GB/month Data Cap,6/9/2015,8:23:16 PM,Customer Care Call,Germantown,Tennessee,38139,No,Open
231199,Comcast/Xfinity- Paying for High speed service,4/12/2015,1:01:30 PM,Customer Care Call,Gettysburg,Pennsylvania,17325,No,Closed
231200,Comcast/Xfinity- Paying for High speed service,4/12/2015,1:01:34 PM,Customer Care Call,Gettysburg,Pennsylvania,17325,No,Closed
363615,Overage Charges,24-06-2015,10:28:37 PM,Customer Care Call,Glencoe,Alabama,35905,No,Pending
297322,Comcast Internet and cable deals,19-05-2015,3:05:53 PM,Internet,Glendale Heights,Illinois,60139,No,Solved
306807,Comcast bundle billing,26-05-2015,11:30:09 AM,Internet,Glendale Heights,Illinois,60139,Yes,Open
360143,Comcast Internet Speed/Quality of Service and price,23-06-2015,8:52:54 PM,Customer Care Call,Glenview,Illinois,60025,Yes,Solved
360714,Internet bundled with TV,24-06-2015,1:29:54 AM,Internet,Gold Bar,Washington,98251,No,Solved
215337,Consistent speed/connectivity with internet,4/2/2015,7:48:39 PM,Customer Care Call,Gold River,California,95670,No,Closed
213355,Comcast is ignoring me now. They are making NO attempt to correct problems,4/1/2015,10:56:15 PM,Internet,Golden,Colorado,80401,No,Closed
367340,Data Caps,26-06-2015,2:37:30 AM,Internet,Goodlettsville,Tennessee,37072,No,Pending
340148,n/a (b) (6),14-06-2015,7:26:28 PM,Internet,Goose Creek,South Carolina,29445,No,Solved
363920,Unfair billing practices,25-06-2015,8:45:19 AM,Customer Care Call,Goose Creek,South Carolina,29445,No,Solved
362557,Comcast Bundle price,24-06-2015,4:00:49 PM,Internet,Grand Blanc,Michigan,48439,No,Solved
228419,Wrongful billing - repeated since December 2013,4/10/2015,11:34:55 AM,Customer Care Call,Grand Rapids,Michigan,49546,No,Closed
239170,Comcast has charged me invalid fee's and wont re-imburse me for them.,16-04-2015,12:56:49 PM,Internet,Grand Rapids,Michigan,49506,No,Closed
223708,Comcast/Xfinity service,4/8/2015,11:48:30 AM,Customer Care Call,Grand Rapids,Michigan,49504,No,Closed
253012,Comcast Bundled,23-04-2015,3:46:08 PM,Customer Care Call,Grand Rapids,Michigan,49507,Yes,Closed
341988,somewhat threatening phone calls,15-06-2015,5:54:51 PM,Customer Care Call,Grand Rapids,Michigan,49534,No,Closed
339908,Data Cap overages,14-06-2015,1:09:16 PM,Internet,Grayson,Georgia,30017,No,Open
266456,INTERNET VIRUS POP UP SCAM CLAIMING TO BE WITH COMCAST,30-04-2015,1:27:48 PM,Customer Care Call,Green Cove Springs,Florida,32043,No,Closed
252504,Intermittent internet connection,23-04-2015,1:33:41 PM,Internet,Greenacres,Florida,33463,No,Closed
333437,Raised my bill and told me to lower it back to what it was i would have to make a 24 month agreement,6/10/2015,5:24:08 PM,Customer Care Call,Greenfield,Indiana,46140,No,Solved
295997,Comcast,18-05-2015,8:00:03 PM,Internet,Greensburg,Pennsylvania,15601,No,Solved
225315,Comcast Internet,4/8/2015,7:55:18 PM,Customer Care Call,Greentown,Indiana,46936,No,Closed
343555,Comcast,16-06-2015,2:44:41 PM,Customer Care Call,Greentown,Indiana,46936,No,Solved
224687,Issues with Comcast Customer Service due to loss of Internet,4/8/2015,4:09:57 PM,Customer Care Call,Greenwood Village,Colorado,80111,No,Closed
360665,Speeds being throttled.,24-06-2015,12:47:19 AM,Internet,Gresham,Oregon,97030,No,Open
266833,internet essentials for low income families,30-04-2015,3:24:35 PM,Customer Care Call,Griffin,Georgia,30223,No,Closed
348580,Hearsts Magazine contest scam,18-06-2015,12:23:50 PM,Internet,Griffith,Indiana,46319,No,Closed
226766,Comcast,4/9/2015,2:36:14 PM,Customer Care Call,Grosse Ile,Michigan,48138,No,Closed
364523,Comcast,25-06-2015,12:16:43 PM,Internet,Grosse Pointe,Michigan,48230,No,Solved
372910,Comcast Internet Service,29-06-2015,4:24:21 PM,Customer Care Call,Grosse Pointe,Michigan,48230,No,Open
360578,Comcast Bundles,23-06-2015,11:58:01 PM,Internet,Grosse Pointe Farms,Michigan,48236,No,Solved
274464,Comcast Fraud?,5/5/2015,4:33:13 PM,Internet,Grosse Pointe Park,Michigan,48230,No,Closed
230174,Comcast surprise increase in charges,4/10/2015,11:05:54 PM,Customer Care Call,Grovetown,Georgia,30813,No,Closed
231207,Internet Problems,4/12/2015,1:13:28 PM,Customer Care Call,Gurnee,Illinois,60031,No,Closed
241373,Comcast Rrefund Owing to Us since 3/12/2015,17-04-2015,1:03:34 PM,Internet,Half Moon Bay,California,94019,No,Closed
246111,Still Overcharged,20-04-2015,9:38:53 PM,Internet,Half Moon Bay,California,94019,No,Closed
330473,Charged for speeds they can not provide,6/9/2015,1:45:08 PM,Internet,Hallandale Beach,Florida,33009,No,Open
281318,Comcast deception,5/8/2015,8:16:21 PM,Internet,Hammonton,New Jersey,8037,No,Open
356497,COMCAST - Slow Down Imternet Speed,22-06-2015,4:36:57 PM,Customer Care Call,Hampton,Georgia,30228,No,Solved
360621,Data Caps,24-06-2015,12:22:34 AM,Internet,Hampton Cove,Alabama,35763,No,Pending
253565,Comcast billing complaint,23-04-2015,5:28:29 PM,Internet,Hampton Falls,New Hampshire,3844,Yes,Closed
360582,Frequent interruptions,23-06-2015,11:59:51 PM,Internet,Hamtramck,Michigan,48212,No,Solved
